Sample_ID,I_Ca_umol_per_mol,Mg_Ca_mmol_per_mol,delta13C,delta18O,Age_Ma,Reference,DOI
CQL-1,0.14,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-1,0.16,,,,358.3,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-2,0.14,,,,358.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-3,0.21,,,,358.7,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-4,0.23,,,,358.9,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-5,0.29,,,,358.91,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-6,0.19,,,,358.92,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-7,0.16,,,,358.93,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-8,0.17,,,,358.94,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-9,0.15,,,,358.95,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-10,0.22,,,,358.96,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-11,0.16,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-12,0.12,,,,359.05,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-13,0.15,,,,359.08,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-14,0.14,,,,359.1,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-15,0.15,,,,359.13,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-16,0.14,,,,359.15,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-17,0.12,,,,359.17,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-18,0.11,,,,359.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-19,0.29,,,,359.25,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-20,0.21,,,,359.27,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-21,0.06,,,,359.29,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-22,0.05,,,,359.37,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-23,0.07,,,,359.38,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-24,0.01,,,,359.39,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-25,0.05,,,,359.4,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-26,0.05,,,,359.41,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-27,0.18,,,,359.42,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-28,0.25,,,,359.43,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-29,0.26,,,,359.44,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-30,0.43,,,,359.45,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-31,0.14,,,,359.46,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-32,0.14,,,,359.47,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-33,0.12,,,,359.49,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-34,0.22,,,,359.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-35,0.14,,,,359.6,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-36,0.03,,,,359.7,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-37,0.37,,,,359.8,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-38,0.13,,,,359.9,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-1,0.87,,,,354.3,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-2,0.9,,,,354.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-3,0.92,,,,355,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-4,0.83,,,,355.9,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-5,0.54,,,,356.9,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-6,0.53,,,,357.9,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-7,0.58,,,,358.9,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-8,0.65,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-9,0.28,,,,359.05,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-10,0.11,,,,359.1,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-11,0.06,,,,359.15,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-12,0.2,,,,359.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-13,0.27,,,,359.21,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-14,0.03,,,,359.22,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-15,0.1,,,,359.23,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-16,0.1,,,,359.24,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-17,0.08,,,,359.25,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-18,0.08,,,,359.26,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-19,0.02,,,,359.27,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-20,0.05,,,,359.28,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-21,0.02,,,,359.29,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-22,0,,,,359.3,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-23,0.04,,,,359.37,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-24,1.48,,,,359.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-25,1.17,,,,359.6,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-26,1.11,,,,359.7,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-27,1.93,,,,359.8,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
1408MLB-1,0,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
1408MLB-2,0,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
1408MLB-3,0,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
1408MLB-4,0,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
1408MLB-5,0,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
1408MLB-6,0,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-39,1.93,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-40,0.38,,,,358,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-41,0.05,,,,357,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-42,0.22,,,,356.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-43,0.46,,,,356,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-44,0.43,,,,355,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-45,0,,,,354,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-46,0.12,,,,353,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-47,0.03,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-48,0,,,,350,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-49,0.23,,,,349,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-50,0,,,,359,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-51,0.1,,,,348,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-52,0.03,,,,347.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-53,0,,,,347.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-54,0,,,,347,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-55,0,,,,346.7,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-56,0,,,,343,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-57,0.03,,,,340,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-58,0.06,,,,334,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-59,0,,,,330.9,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-60,0.08,,,,330,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-61,0.14,,,,329,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-62,0.3,,,,328,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-63,0.4,,,,327,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-64,0.17,,,,326,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-65,0.39,,,,325,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-66,0.62,,,,324,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-67,0.8,,,,323.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-68,0.13,,,,320,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-69,0.64,,,,318,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-70,0.03,,,,315,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-71,0,,,,314,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-72,1.49,,,,312,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-73,0.49,,,,311.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-74,1.78,,,,311,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-75,0.13,,,,310.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-76,1.36,,,,310,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-77,0.34,,,,309.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-78,0.75,,,,309,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-79,0.44,,,,308.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-80,0.4,,,,308,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-81,1.08,,,,307,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-82,1.77,,,,306.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-83,0.09,,,,305,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-84,0.15,,,,303,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-85,0.72,,,,300,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-86,0.35,,,,299,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-0,0.09,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-12.5,0.2,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-25,0.32,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-66.25,0.63,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-73,0.28,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-85,0.39,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-97,0.4,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-109,0.39,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-116.5,0.52,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-128.5,0.51,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-134,0.27,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-146,0.21,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-172.5,0.43,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-204.5,0.51,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-37.75,0.75,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-49.5,0.59,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-55.5,0.73,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-159,0.34,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-186,0.43,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
PR-197,0.4,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-0,0.39,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-6,0.3,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-12,0.37,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-25.5,0.14,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-28.5,0.13,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-31.5,0.27,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-64,0.4,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-90,0.2,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-112,0,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-119,0.25,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-3,2.16,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-8,0.71,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-14,1.12,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-22,1,,,,351,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-28,1.28,,,,350,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-34,1.09,,,,350,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
HV-41,0.39,,,,349,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-1,1.23,,,,354.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-2,0.97,,,,353.8,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-3,1.66,,,,353.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-4,0.84,,,,353,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-5,1.34,,,,352.8,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-6,1.02,,,,352.6,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-7,0.94,,,,352.4,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-8,0.53,,,,352.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-9,0.93,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-10,0.57,,,,351.9,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-11,0.59,,,,351.8,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-12,1.88,,,,351.7,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-13,3.09,,,,351.6,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-14,2.38,,,,351.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-15,0.65,,,,351.4,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-16,1.04,,,,351.3,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-17,0.56,,,,351.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-18,0.25,,,,351.1,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-19,0.3,,,,350.8,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-20,1.07,,,,350.6,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-21,4.15,,,,350.4,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-22,0.99,,,,350.3,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-23,0.96,,,,350.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-24,0.38,,,,350.1,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-25,0.79,,,,350,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-26,0.98,,,,349.9,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-27,0.78,,,,349.8,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-28,0.59,,,,349.7,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-29,1.27,,,,349.6,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-30,1.16,,,,349.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-31,0.91,,,,349.4,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-32,1.05,,,,349,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-33,0.47,,,,348.95,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-34,1.3,,,,348.9,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-35,1.38,,,,348.85,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-36,1.16,,,,348.8,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-37,2.4,,,,348.75,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-38,1.13,,,,348.7,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-39,1.05,,,,348.65,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-40,1.72,,,,348.6,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-41,1.65,,,,348.55,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-42,0.32,,,,348.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-43,0.67,,,,348.45,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-44,0.56,,,,348.4,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-45,1.28,,,,348.35,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-46,0.34,,,,348.3,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-47,1.57,,,,348.25,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-48,0.09,,,,348.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-49,0.09,,,,348.15,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-50,0.27,,,,348.1,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-51,0.68,,,,348.08,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-52,1.64,,,,348.06,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-53,0,,,,348.04,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
MLB-a57-54,0,,,,348,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
,,,,,,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-1,0,,,,343,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-2,0,,,,346.71,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-3,0,,,,346.76,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-4,0.02,,,,346.79,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-5,0.01,,,,346.8,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-6,0.02,,,,346.8,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-7,0,,,,346.81,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-8,0,,,,346.82,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-9,0,,,,346.87,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-10,0,,,,346.88,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-11,0,,,,346.89,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-12,0.1,,,,346.9,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-13,0,,,,346.92,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-14,0.03,,,,346.94,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-15,0.1,,,,348.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-16,0.07,,,,348.3,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-17,0.05,,,,348.4,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-18,0.15,,,,348.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-19,0.37,,,,348.6,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-20,0.32,,,,348.7,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-21,0.35,,,,348.8,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-22,0.14,,,,348.9,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-23,0.16,,,,348.95,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-24,0.12,,,,349,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-25,0.12,,,,350,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-26,0.16,,,,350.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-27,0.16,,,,351,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-28,0.32,,,,352,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-29,0.25,,,,352.1,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-30,0.25,,,,352.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-31,0.38,,,,352.3,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-32,0.11,,,,352.4,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-33,0.25,,,,352.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-34,0.15,,,,352.6,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-35,0.08,,,,352.7,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-36,0.19,,,,352.8,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-37,0.45,,,,353.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-38,0.39,,,,353.4,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-39,0.22,,,,353.6,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-40,0.16,,,,354,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-41,0.19,,,,354.3,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-42,0.12,,,,354.6,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-43,0.23,,,,355,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-44,0.28,,,,355.5,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-45,0.28,,,,355.7,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-46,0.61,,,,356,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-47,0.81,,,,356.1,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
CLA-I-48,0.55,,,,356.2,"Lu et al., 2018 and therein",DOI: 10.1126/science.aar5372
